日期,类型,金额,分类,备注
2024-12-03 16:47:31,支出,653.88,居家,
2024-09-24 21:00:07,支出,15.08,地铁,
2024-11-09 04:23:29,收入,40.09,理财,
2024-01-03 15:44:57,支出,513.34,零食,
2024-01-18 21:47:09,支出,630.07,水果,
2024-07-07 00:12:31,支出,580.64,外卖,
2024-12-18 07:50:53,收入,238.88,社会保障,
2024-01-27 14:00:43,支出,231.14,美容,
2024-04-24 15:00:51,支出,163.90,旅行,
2024-04-23 13:00:32,收入,390.27,利息,
2024-03-12 14:50:08,支出,57.53,捐赠,
2024-01-19 23:19:01,收入,426.99,二手转卖,
2024-01-28 06:00:45,支出,370.85,物业,
2024-09-12 10:54:15,支出,677.72,停车,
2024-04-17 08:14:20,支出,648.63,物业,
2024-04-20 09:06:13,收入,391.99,二手转卖,
2024-06-04 18:22:21,支出,234.58,餐饮,
2024-09-17 17:57:15,支出,294.06,水电,
2024-05-01 18:36:25,支出,140.15,地铁,
2024-06-24 16:23:22,支出,476.46,运动,
2024-09-07 17:45:25,支出,373.88,纳税,社交聚会
2024-08-12 00:41:22,支出,720.29,母婴,
2024-10-15 17:01:18,收入,338.73,利息,
2024-11-06 20:44:44,支出,8.43,维修,
2024-06-02 11:53:15,收入,38.06,兼职,
2024-04-28 13:46:47,支出,115.00,快递,
2024-08-24 10:49:33,收入,425.70,社会保障,
2024-09-28 15:22:53,收入,416.10,社会保障,
2024-10-24 22:25:53,收入,254.71,兼职,
2024-09-09 07:47:29,收入,308.46,理财,
2024-01-20 18:36:32,收入,118.71,理财,
2024-04-04 03:17:33,收入,62.48,理财,
2024-01-12 09:28:06,支出,500.57,捐赠,
2024-07-21 02:59:39,支出,444.91,社交,
2024-05-19 04:11:20,收入,66.82,二手转卖,
2024-06-11 17:18:52,支出,494.17,数码,
2024-07-09 04:33:53,收入,116.40,利息,
2024-04-07 03:29:45,支出,249.76,医疗,
2024-07-17 22:09:33,支出,601.24,家庭,
2024-03-13 22:38:38,收入,340.79,奖金,水果采购
2024-10-17 06:48:23,收入,133.28,工作,
2024-12-21 14:58:08,支出,46.77,运动,
2024-09-08 07:14:59,支出,691.40,彩票,
2024-11-16 19:39:41,收入,488.34,理财,
2024-10-14 19:51:46,支出,42.90,装修,
2024-04-20 04:28:54,支出,187.05,饮料,
2024-12-09 10:39:04,支出,49.68,彩票,
2024-10-08 10:16:21,支出,490.34,水电,
2024-02-18 09:07:27,收入,8601.00,工资,
2024-10-05 08:42:38,支出,413.05,烟酒,
2024-01-05 23:51:16,收入,276.69,红包,年度考核
2024-07-24 16:16:23,收入,382.14,红包,
2024-02-10 15:34:45,支出,399.07,退款,
2024-02-14 09:33:14,支出,72.25,水果,
2024-07-07 01:42:00,支出,10.98,退款,打车出行
2024-03-17 10:43:51,收入,225.05,社会保障,
2024-04-20 20:20:14,支出,389.73,书,
2024-09-26 09:59:28,支出,175.69,运动,
2024-04-15 15:58:51,支出,236.91,停车,
2024-12-16 14:33:54,支出,18.81,零食,
2024-07-15 04:21:58,收入,284.11,报销,
2024-02-17 11:58:24,支出,640.73,打车,
2024-02-23 23:24:35,收入,256.82,工作,
2024-03-19 14:17:55,支出,387.94,游戏,
2024-08-25 23:11:16,支出,18.55,快递,
2024-12-04 08:24:48,收入,280.46,理财,
2024-05-21 01:12:31,支出,237.55,娱乐,
2024-02-02 02:27:56,支出,717.13,娱乐,退款到账
2024-01-06 00:08:33,收入,205.51,报销,
2024-05-06 23:03:53,收入,71.41,利息,
2024-09-08 08:22:38,支出,259.45,服装,
2024-04-23 14:20:43,收入,221.27,理财,
2024-02-06 05:11:47,收入,84.54,工资,
2024-08-24 21:26:46,收入,248.37,利息,
2024-03-25 04:55:17,支出,529.60,餐饮,
2024-10-24 12:58:34,支出,556.48,汽车,
2024-10-02 13:38:49,收入,353.82,工作,
2024-10-16 11:03:25,收入,305.42,奖金,
2024-03-26 08:58:23,支出,232.29,退款,
2024-02-07 11:45:06,支出,699.18,医疗,
2024-10-21 06:32:11,支出,476.03,学习,
2024-02-17 01:39:31,支出,63.46,书,交通费
2024-01-18 02:33:06,收入,293.05,理财,年度审计
2024-12-13 22:15:28,收入,281.42,兼职,
2024-05-15 11:29:20,收入,396.09,工作,
2024-02-12 01:16:15,支出,707.32,物业,
2024-06-28 03:06:29,支出,266.67,餐饮,
2024-05-15 07:35:07,收入,202.92,理财,年度分析表
2024-03-26 11:54:04,支出,472.06,地铁,
2024-04-12 18:29:14,收入,41.10,社会保障,
2024-01-13 10:04:22,收入,111.58,礼金,
2024-08-18 21:13:42,收入,258.37,兼职,
2024-11-24 05:41:33,支出,135.98,居家,年度评估表
2024-06-16 08:54:45,支出,321.16,通讯,
2024-12-17 18:36:41,收入,483.95,退税退费,
2024-05-17 00:41:20,支出,419.68,捐赠,
2024-07-26 04:34:46,支出,34.64,捐赠,
2024-07-27 18:16:51,收入,102.02,社会保障,
2024-08-12 16:30:00,支出,393.45,书,年度目标
2024-12-08 10:53:19,支出,693.91,捐赠,
2024-10-17 04:59:08,支出,303.57,烟酒,
2024-05-08 18:20:33,收入,181.44,红包,
2024-11-08 17:55:39,支出,16.47,日用品,
2024-02-11 20:23:23,收入,203.00,工资,娱乐消费
2024-12-15 00:03:40,收入,478.75,红包,
2024-07-20 04:22:30,支出,315.81,物业,
2024-10-17 22:49:44,支出,42.82,数码,
2024-05-24 20:09:33,支出,158.03,餐饮,
2024-11-16 09:02:55,支出,774.76,水果,
2024-03-25 06:26:22,支出,80.04,维修,
2024-12-05 06:16:50,收入,414.45,社会保障,
2024-01-12 01:33:14,收入,23.99,红包,
2024-06-19 09:29:54,支出,70.93,捐赠,
2024-07-17 10:08:52,支出,541.62,美容,
2024-11-21 23:43:18,收入,255.02,红包,
2024-04-09 14:20:31,收入,213.96,二手转卖,
2024-05-05 08:29:33,收入,176.83,二手转卖,
2024-12-16 02:39:03,支出,475.94,社保,
2024-11-28 06:36:18,支出,515.87,社保,
2024-10-20 03:48:51,收入,246.92,退税退费,
2024-05-26 20:36:46,收入,205.14,报销,
2024-09-04 19:49:49,收入,283.45,工作,
2024-04-10 18:32:07,收入,106.26,股票,
2024-02-19 10:14:34,收入,22.25,红包,
2024-09-18 01:09:23,收入,447.82,退税退费,
2024-02-13 18:43:05,收入,362.09,工作,
2024-03-15 02:30:03,支出,429.34,交通,
2024-10-07 18:41:09,支出,456.48,地铁,
2024-03-22 02:08:37,支出,736.46,书,
2024-12-02 20:37:35,支出,632.12,服装,
2024-04-15 21:23:17,支出,230.22,学习,
2024-11-06 12:31:45,支出,684.45,美容,
2024-12-22 23:23:36,支出,677.51,运动,
2024-05-21 15:44:00,收入,41.73,礼金,
2024-07-15 04:18:43,支出,418.26,退款,
2024-07-05 14:08:49,收入,10.29,工作,
2024-09-24 17:59:26,收入,125.80,公积金,年度收入表
2024-03-13 08:12:38,支出,252.34,数码,
2024-02-11 18:04:46,支出,660.00,装修,烟酒消费
2024-02-21 04:05:47,收入,312.68,公积金,
2024-09-03 15:44:37,支出,403.23,旅行,
2024-03-08 15:46:01,收入,65.53,股票,
2024-12-10 11:52:45,支出,329.13,彩票,
2024-03-06 21:34:26,支出,236.90,学习,
2024-10-27 21:55:08,支出,85.29,烟酒,
2024-01-28 23:08:00,支出,780.49,美容,
2024-09-07 11:34:04,收入,265.39,工作,
2025-12-05 00:19:10,支出,17.57,通讯,
2025-08-23 17:56:11,收入,161.06,工作,
2025-05-28 00:52:41,支出,464.14,社保,
2025-05-05 05:52:29,支出,160.46,社交,
2025-04-26 08:41:14,收入,105.03,利息,
2025-08-12 03:03:49,收入,61.32,理财,
2025-03-05 09:03:49,支出,265.97,零食,
2025-09-18 05:50:11,收入,437.24,二手转卖,
2025-06-28 19:18:24,支出,204.68,家庭,
2025-04-03 04:49:01,支出,567.70,外卖,年度评估表
2025-01-19 05:52:06,支出,691.17,社保,
2025-08-23 00:25:59,支出,456.76,水电,年度对账
2025-02-14 10:12:58,收入,378.63,兼职,
2025-11-03 09:06:18,支出,311.30,纳税,年度奖金
2025-05-08 05:49:24,收入,302.99,理财,
2025-12-23 06:38:40,收入,487.80,退税退费,
2025-06-10 20:11:06,支出,21.73,社保,
2025-02-22 20:54:31,收入,412.02,工作,
2025-06-04 17:42:52,收入,132.22,股票,
2025-02-06 07:48:03,支出,490.72,日用品,
2025-03-06 20:00:15,支出,142.75,维修,
2025-02-04 08:12:57,支出,373.32,汽车,
2025-08-19 16:39:51,收入,195.75,礼金,
2025-01-14 05:23:28,收入,114.15,二手转卖,
2025-03-16 17:13:16,收入,285.39,礼金,
2025-03-02 04:57:17,收入,362.87,社会保障,年度考核表
2025-06-24 16:34:32,收入,455.45,礼金,
2025-11-03 07:45:02,收入,441.43,工作,年度奖金
2025-03-07 21:53:36,收入,315.09,报销,
2025-12-22 07:48:33,收入,310.58,礼金,
2025-05-20 22:41:13,收入,9062.00,工资,
2025-03-25 05:35:45,收入,396.47,工作,
2025-01-09 06:25:34,支出,286.99,游戏,
2025-11-09 01:45:16,支出,147.73,运动,
2025-12-05 20:45:37,收入,321.56,礼金,
2025-01-26 02:13:17,收入,282.72,兼职,
2025-08-01 10:18:02,支出,304.26,捐赠,
2025-01-07 18:53:17,支出,25.90,运动,
2025-09-25 01:35:24,支出,794.09,教育,
2025-11-02 09:13:33,收入,95.71,理财,
2025-11-15 10:09:53,收入,50.81,公积金,
2025-11-15 23:52:55,支出,437.00,捐赠,
2025-10-25 14:32:15,支出,634.52,美容,
2025-12-06 14:56:26,支出,136.36,停车,
2025-04-20 01:15:45,收入,118.64,红包,年度账单表
2025-07-26 16:03:54,支出,239.97,服装,
2025-02-08 19:41:11,收入,112.89,工作,
2025-12-08 11:29:40,支出,190.61,水果,游戏充值
2025-08-21 19:53:50,收入,409.76,奖金,
2025-03-08 17:49:08,支出,666.83,水果,
2025-12-09 06:25:09,支出,624.84,娱乐,
2025-04-24 02:51:24,支出,88.42,服装,
2025-02-14 20:54:47,收入,472.52,工资,
2025-09-21 20:01:02,支出,537.43,爱人,
2025-05-08 21:49:16,收入,36.43,奖金,
2025-05-19 04:17:47,收入,99.87,公积金,
2025-06-08 21:32:55,收入,86.94,公积金,
2025-04-16 17:45:21,收入,385.59,二手转卖,
2025-03-05 03:23:44,支出,283.39,游戏,
2025-06-13 15:27:41,支出,192.30,物业,
2025-03-15 07:51:26,支出,393.69,母婴,
2025-04-16 11:31:01,支出,275.20,外卖,
2025-09-01 10:42:08,支出,74.23,教育,年度报告表
2025-03-11 12:48:45,支出,178.61,外卖,
2025-01-03 15:33:19,支出,617.50,医疗,
2025-06-05 15:11:58,支出,776.10,学习,
2025-04-06 10:19:44,收入,28.50,报销,
2025-05-13 00:18:20,支出,291.93,书,
2025-06-15 19:36:59,收入,74.16,报销,
2025-07-16 02:41:01,收入,119.03,公积金,
2025-01-23 11:02:27,收入,270.68,兼职,
2025-12-14 09:50:57,收入,343.20,工作,
2025-06-26 22:03:50,支出,280.76,娱乐,
2025-02-24 23:48:26,收入,118.53,奖金,
2025-11-10 21:51:58,收入,131.12,工资,
2025-04-11 16:53:04,支出,249.68,书,
2025-06-04 10:47:30,收入,353.51,工作,
2025-06-13 03:30:38,收入,55.80,礼金,
2025-12-24 10:46:29,收入,156.39,工资,
2025-12-19 23:55:41,支出,25.42,饮料,
2025-02-27 16:59:27,收入,188.89,工资,
2025-12-19 12:21:51,收入,329.04,理财,
2025-08-26 13:48:37,收入,300.71,工资,烟酒消费
2025-10-14 03:36:38,收入,222.84,社会保障,
2025-08-20 11:27:16,收入,82.35,工资,
2025-10-19 19:44:13,收入,103.22,礼金,
2025-08-18 12:25:15,收入,77.33,报销,
2025-09-08 13:35:57,收入,284.63,奖金,母婴用品
2025-02-19 22:25:43,收入,220.54,社会保障,纳税
2025-11-13 04:04:15,支出,49.12,纳税,
2025-12-07 01:04:04,收入,8979.00,工资,
2025-02-10 16:23:08,收入,374.93,股票,
2025-07-25 08:28:36,收入,134.24,礼金,
2025-04-08 17:34:59,支出,10.53,购物,
2025-05-13 18:38:01,支出,505.18,居家,
2025-07-19 22:36:14,支出,420.73,水电,
2025-11-18 04:14:13,收入,407.28,利息,
2025-12-14 12:05:10,支出,77.69,汽车,
2025-04-22 09:36:39,支出,406.09,捐赠,
2025-09-06 00:25:21,支出,668.13,美容,
2025-04-13 16:08:49,支出,632.09,通讯,
2025-05-24 15:38:05,支出,555.10,捐赠,
2025-07-02 22:58:47,收入,283.57,报销,
2025-03-26 18:12:22,收入,288.48,二手转卖,
2025-09-08 12:46:12,收入,370.07,公积金,
2025-02-23 09:53:54,收入,106.41,工作,
2025-03-27 19:50:09,收入,494.49,利息,年度总结
2025-12-25 00:21:30,支出,421.28,爱人,
2025-11-19 07:51:34,收入,311.95,理财,
2025-01-07 22:27:38,支出,391.39,书,
2025-05-18 20:30:20,收入,340.55,工资,
2025-01-22 18:15:56,支出,644.11,社交,
2025-06-10 17:24:27,支出,794.59,餐饮,
2025-08-26 14:59:30,支出,292.50,宠物,
2025-04-19 18:38:12,支出,548.06,维修,
2025-12-07 20:54:01,收入,210.21,理财,运动健身
2025-07-05 11:17:55,支出,5.12,学习,
2025-05-11 16:37:39,收入,476.15,工作,
2025-12-22 11:13:39,收入,336.56,公积金,
2025-04-08 06:54:30,支出,277.25,餐饮,股票分红
2025-02-05 14:14:14,支出,536.79,学习,
2025-06-23 23:10:08,收入,403.12,工资,
2025-06-09 21:15:23,收入,270.44,报销,
2025-08-20 12:03:03,支出,683.43,娱乐,
2025-06-07 20:29:02,支出,324.58,彩票,
2025-09-09 07:05:36,支出,321.34,旅行,
2025-02-04 06:50:27,收入,276.17,红包,
2025-08-17 02:00:11,支出,82.45,服装,
2025-02-03 23:12:48,收入,233.12,退税退费,
2025-06-21 22:43:33,支出,606.03,地铁,年度清算表
2025-06-07 19:00:21,支出,443.12,购物,
2025-08-08 12:35:06,支出,739.34,餐饮,
2025-10-08 00:04:39,支出,46.91,饮料,
2025-01-16 13:58:39,支出,474.22,餐饮,
2025-09-14 10:08:03,收入,252.22,股票,
2025-07-25 19:13:35,收入,16.03,二手转卖,
2025-07-20 23:28:26,支出,25.23,书,
2025-10-21 22:41:09,支出,688.37,服装,工资收入
2025-09-27 12:58:30,收入,155.41,奖金,
2025-05-10 12:12:36,支出,111.48,烟酒,
2025-01-26 08:47:45,支出,273.14,装修,
2025-02-08 16:38:48,收入,152.97,红包,
2025-08-13 08:36:27,收入,133.75,工资,
2025-01-14 04:32:35,收入,258.01,红包,
2025-06-12 05:42:37,支出,15.43,装修,午餐
2025-03-06 07:21:22,支出,224.13,通讯,
2025-09-10 18:20:50,收入,176.86,红包,
2025-02-24 16:23:06,收入,341.88,股票,
2025-11-19 09:52:02,支出,257.59,旅行,
2025-12-07 16:28:51,收入,52.47,礼金,
2025-03-07 05:33:38,支出,588.01,零食,
2025-07-28 20:17:57,支出,285.55,烟酒,报销成功
2025-10-19 20:20:45,收入,374.49,理财,
2025-09-20 18:51:02,支出,444.29,社保,
2025-02-22 16:14:17,收入,312.86,兼职,
2025-08-01 14:00:12,收入,278.54,社会保障,
2025-01-08 23:06:07,支出,96.26,居家,
2025-04-04 17:10:43,支出,274.28,饮料,
2025-06-27 01:50:59,支出,341.01,装修,打车出行
2025-02-17 04:47:01,收入,383.71,礼金,
2025-06-05 18:05:46,收入,19.79,报销,
2025-12-17 13:05:32,收入,212.83,二手转卖,年度收入
2025-09-26 11:23:11,收入,473.33,红包,
2025-09-22 09:17:17,支出,523.63,纳税,
2025-03-22 20:20:35,支出,344.37,母婴,
2025-09-15 18:19:35,支出,168.03,彩票,
2025-05-14 07:19:35,收入,335.95,兼职,公积金到账
2025-08-21 22:11:24,支出,168.56,医疗,
2025-02-07 02:16:01,支出,526.23,快递,
2025-08-25 19:39:22,支出,758.13,物业,
2025-11-19 01:09:38,收入,351.04,工资,
2025-04-10 05:50:39,支出,508.58,停车,
2025-10-17 10:17:48,收入,88.21,工资,
2025-01-14 04:35:02,收入,257.49,奖金,
2025-07-15 02:14:57,收入,344.84,礼金,
2025-03-15 01:11:40,收入,121.24,二手转卖,
2025-03-09 08:05:02,收入,436.85,理财,
2025-02-13 21:34:38,收入,404.02,股票,
2025-12-11 21:19:58,支出,578.91,水电,
2025-03-12 11:59:20,支出,172.59,餐饮,
2025-09-18 00:44:42,支出,734.12,打车,
2025-01-15 14:12:09,收入,98.28,工资,理财收益
2025-06-20 14:15:22,支出,541.00,彩票,
2025-12-21 13:12:23,收入,431.81,社会保障,
2025-09-19 06:00:40,收入,180.80,公积金,
2025-08-22 11:53:44,支出,594.54,日用品,
2025-11-21 09:03:52,收入,411.15,奖金,购物返现
2025-01-10 01:25:58,支出,394.46,退款,
2025-01-24 03:08:04,收入,419.37,报销,
2025-11-05 13:28:38,支出,93.87,运动,
2025-03-21 14:51:43,支出,734.24,交通,
2025-03-24 05:22:01,支出,463.36,餐饮,
2025-04-18 03:23:11,收入,270.32,公积金,
2025-09-03 23:40:58,支出,618.99,日用品,
2025-05-28 22:55:10,收入,66.13,理财,
2025-05-23 14:44:47,收入,228.17,股票,
2025-05-04 16:54:18,收入,284.68,公积金,
2025-08-18 08:48:56,支出,408.11,装修,
2025-12-28 08:24:22,收入,329.09,公积金,
2025-04-02 03:24:29,收入,37.79,红包,
2025-12-12 00:53:16,支出,469.59,装修,
2025-10-16 08:07:52,收入,58.92,二手转卖,
2025-08-14 02:14:53,收入,17.89,工资,
2025-10-19 13:29:23,支出,133.29,退款,
2025-11-09 02:41:04,支出,655.23,娱乐,
2025-11-13 03:23:21,支出,215.81,爱人,
2025-12-07 20:21:16,收入,173.91,红包,
2025-10-24 10:20:03,支出,673.60,水果,
2025-02-03 05:14:42,支出,466.20,地铁,
2025-11-25 20:21:00,支出,567.68,物业,
2025-11-06 00:42:45,支出,292.69,地铁,
2025-11-02 07:02:09,支出,206.45,维修,
2025-07-26 08:10:52,收入,499.13,公积金,
2025-11-15 13:43:35,收入,385.55,工资,
2025-07-12 23:42:58,支出,457.49,家庭,年度计划书
2025-02-08 20:52:16,支出,79.46,水果,
2025-05-17 02:09:01,支出,436.74,医疗,
2025-06-04 13:54:21,支出,239.94,居家,
2025-11-27 01:19:32,收入,113.26,工资,
2025-07-27 17:00:48,收入,392.97,工资,
2025-11-11 04:49:54,支出,775.03,装修,
2025-12-20 01:58:03,收入,297.40,理财,
2025-12-26 21:46:15,支出,136.53,退款,
2025-06-13 07:57:54,收入,460.96,工作,
2025-12-24 21:14:33,支出,32.26,通讯,
2025-12-06 06:39:21,收入,105.91,工作,
2025-10-09 16:10:13,收入,492.60,利息,纳税
2025-06-26 22:45:18,支出,344.20,社保,
2025-05-01 16:31:41,支出,156.90,交通,
2025-09-27 15:34:44,支出,381.92,社交,
2025-08-05 18:41:32,收入,489.84,公积金,
2025-06-16 01:24:01,收入,336.68,工资,
2025-10-09 17:17:02,收入,250.54,社会保障,
2025-10-02 05:54:14,收入,273.31,理财,
2025-09-11 03:31:49,收入,192.58,报销,
2025-06-21 04:41:30,收入,204.07,兼职,
2025-01-17 13:38:18,收入,34.37,报销,
2025-03-18 18:04:56,支出,762.11,饮料,
2025-08-28 00:24:30,支出,258.05,交通,
2025-02-08 20:35:02,收入,137.36,奖金,
2025-07-10 17:46:59,支出,311.44,退款,
2025-03-06 10:07:14,收入,36.19,兼职,
2025-09-13 07:35:39,支出,694.81,彩票,
2025-04-05 07:36:51,支出,786.50,数码,交通补贴
2025-03-21 12:13:03,支出,291.82,教育,
2025-05-23 09:53:17,收入,228.60,社会保障,
2025-09-01 07:43:28,收入,248.96,股票,旅游计划
2025-04-04 11:12:05,支出,474.84,维修,
2025-06-23 12:17:03,收入,198.65,股票,
2025-06-15 15:39:46,收入,375.49,退税退费,
2025-12-18 13:54:19,支出,776.90,家庭,
2025-09-16 18:32:00,收入,27.63,工作,
2025-06-11 04:47:55,收入,56.23,兼职,
2025-07-09 07:13:46,收入,437.14,报销,
2025-05-05 08:04:20,支出,795.67,美容,
2025-05-02 16:28:09,收入,74.45,利息,
2025-11-12 05:23:15,收入,120.45,股票,
2025-04-13 05:09:57,支出,660.31,地铁,
2025-02-27 16:23:33,收入,430.55,股票,
2025-06-09 07:06:57,收入,239.09,红包,
2025-11-08 02:04:37,支出,258.21,餐饮,
2025-01-10 21:21:30,收入,426.94,工作,
2025-10-13 16:54:17,收入,361.00,利息,
2025-06-05 15:07:46,支出,423.69,日用品,
2025-06-26 21:13:44,支出,769.84,数码,
2025-08-07 05:49:48,支出,80.30,地铁,年度总结报告
2025-09-12 10:07:10,支出,351.28,服装,
2025-11-28 13:24:40,支出,252.39,物业,
2025-10-17 09:14:51,收入,221.16,工资,
2025-11-03 05:13:40,收入,55.94,红包,
2025-12-16 11:37:23,收入,9073.00,工资,
2025-04-10 06:38:39,支出,438.08,运动,
2025-02-10 13:02:41,支出,150.98,水电,
2025-07-14 05:07:10,支出,317.87,医疗,
2025-12-04 09:22:27,收入,468.09,奖金,
2025-08-06 04:08:05,支出,684.51,爱人,
2025-03-09 02:28:01,支出,568.43,书,
2025-08-01 23:21:37,支出,97.97,教育,
2025-01-20 17:04:26,支出,590.64,数码,
2025-10-18 06:55:37,支出,596.55,美容,
2025-05-23 18:46:40,支出,29.91,彩票,
2025-12-21 20:12:09,支出,287.10,打车,
2025-03-10 12:05:24,收入,88.39,利息,
2025-02-05 22:44:57,支出,562.87,水电,
2025-09-06 03:01:26,支出,289.76,退款,数码产品
2025-08-16 13:13:53,支出,128.72,水电,
2025-05-15 01:38:06,收入,305.47,利息,
2025-01-21 05:12:06,支出,299.33,捐赠,
2025-04-16 04:05:20,收入,44.13,奖金,
2025-11-13 23:44:11,收入,265.46,兼职,
2025-11-18 23:06:11,收入,87.64,社会保障,
2025-09-15 05:04:12,支出,9.47,书,
2025-01-16 02:20:50,支出,407.02,装修,
2025-04-18 23:47:17,收入,256.67,红包,生日礼物
2025-05-15 20:16:40,收入,297.91,兼职,
2025-03-03 20:38:34,收入,296.28,二手转卖,
2025-01-14 04:18:09,支出,33.71,彩票,
2025-09-13 02:54:52,支出,312.24,彩票,
2025-12-17 05:40:46,支出,96.21,住房,
2025-11-11 10:51:12,收入,126.03,红包,
2025-02-28 20:01:33,收入,8931.00,工资,
2025-11-13 08:28:35,支出,147.62,旅行,
2025-09-07 17:20:09,支出,279.45,餐饮,
2025-09-02 22:00:06,收入,445.34,报销,
2025-07-07 03:05:29,收入,30.97,公积金,
2025-10-17 13:26:12,支出,578.87,运动,
2025-01-26 13:06:14,支出,743.02,饮料,
2025-03-28 19:37:16,收入,223.69,工资,
2025-11-13 01:01:30,支出,252.20,日用品,
2025-08-26 14:23:45,支出,65.11,娱乐,
2025-01-09 17:30:24,支出,564.24,餐饮,
2025-08-22 06:53:29,支出,352.20,零食,维修服务
2025-05-15 11:29:36,收入,149.70,兼职,
2025-07-11 00:54:09,支出,176.78,美容,年度结余表
2025-06-21 04:03:42,支出,69.16,宠物,
2025-07-13 01:09:20,收入,174.85,理财,
2025-04-07 12:53:37,收入,73.35,公积金,
2025-03-26 02:09:21,支出,186.73,纳税,
2025-01-05 04:02:50,支出,446.17,居家,
2025-10-19 08:22:59,收入,56.99,兼职,
2025-04-25 17:03:20,收入,402.26,理财,
2025-01-08 22:38:34,支出,211.06,水果,
2025-06-27 15:12:56,收入,120.12,社会保障,
2025-04-13 03:04:56,支出,250.14,捐赠,
2025-04-04 04:53:26,收入,220.58,报销,
2025-08-22 06:15:26,收入,143.94,红包,
2025-08-13 09:53:48,支出,411.37,居家,
2025-02-24 13:41:07,收入,204.75,股票,
2025-10-06 20:21:51,收入,301.69,红包,
2025-10-15 01:52:35,收入,324.52,工资,
2025-01-17 13:33:44,支出,426.97,维修,
2025-02-11 10:46:07,支出,36.19,购物,
2025-12-11 12:23:52,支出,194.33,住房,
2025-12-02 06:27:20,收入,125.10,理财,
2025-02-25 04:54:26,支出,489.56,物业,
2025-10-23 21:20:42,收入,141.73,理财,
2025-01-17 17:23:36,收入,404.51,兼职,
2025-11-11 11:21:49,支出,562.37,水电,
2025-08-08 07:24:33,支出,513.19,爱人,
2025-09-19 05:15:40,收入,202.06,理财,
2025-01-11 07:39:31,收入,57.15,二手转卖,
2025-05-25 04:17:42,支出,122.21,运动,
2025-04-24 16:46:54,支出,546.25,水电,
2025-02-18 23:46:05,支出,623.08,母婴,
2025-11-17 03:42:31,支出,792.69,运动,
2025-02-24 00:52:59,支出,338.66,物业,
2025-09-01 19:25:40,收入,228.92,社会保障,
2025-10-07 13:44:44,收入,405.07,工资,
2025-10-24 04:13:36,支出,285.62,维修,
2025-06-18 01:33:31,支出,629.46,通讯,
2025-05-18 08:45:33,收入,235.90,礼金,纳税
2025-11-14 15:49:31,收入,50.11,公积金,
2025-08-10 12:45:03,支出,684.07,爱人,
2025-10-23 16:19:46,支出,445.51,母婴,
2025-05-01 04:40:14,支出,284.87,饮料,
2025-08-12 10:50:13,收入,325.13,工资,
2025-01-23 14:09:45,收入,39.66,二手转卖,
2025-01-20 12:02:02,收入,105.94,社会保障,
2025-10-24 01:55:50,收入,21.73,奖金,
2025-02-06 16:00:51,收入,400.92,利息,学习资料
2025-05-27 19:46:13,收入,8902.00,工资,
2025-04-10 04:49:12,收入,120.58,礼金,
2025-12-14 22:55:38,收入,389.63,奖金,
2025-04-25 20:17:11,收入,369.42,礼金,
2025-11-08 05:52:13,收入,25.74,奖金,
2025-08-28 19:30:41,支出,745.51,宠物,
2025-03-17 20:27:55,支出,101.02,运动,
2025-07-05 07:11:20,支出,324.59,美容,
2025-09-17 14:26:13,收入,326.41,社会保障,
2025-07-27 01:57:31,收入,340.64,二手转卖,
2025-12-10 15:41:33,支出,454.91,零食,
2025-11-13 00:42:42,收入,402.62,奖金,
2025-04-10 17:25:10,支出,168.34,家庭,
2025-04-08 14:23:14,支出,682.25,停车,
2025-05-02 05:53:43,收入,225.60,工作,
2025-04-03 19:44:55,支出,514.89,宠物,
2025-07-27 02:50:52,支出,118.71,外卖,
2025-11-11 03:25:39,收入,312.20,股票,
2025-05-26 17:34:11,支出,179.88,维修,
2025-02-25 14:31:36,支出,512.44,饮料,
2025-04-27 16:15:32,收入,488.61,利息,
2025-06-11 13:18:59,支出,580.14,地铁,
2025-03-19 07:11:50,支出,625.86,游戏,年度报告
2025-01-19 20:25:54,支出,416.50,零食,学习进修
2025-04-23 05:50:26,收入,19.27,退税退费,
2025-07-09 22:02:02,支出,755.32,社保,
2025-12-20 22:26:10,支出,673.37,零食,
2025-12-24 12:34:42,支出,449.05,维修,
2025-03-28 11:47:34,收入,85.33,报销,
2025-08-18 15:44:55,收入,451.54,礼金,
2025-11-16 15:05:02,收入,8958.00,工资,
2025-09-19 07:02:00,支出,264.85,捐赠,
2025-03-13 01:12:14,支出,351.64,美容,
2025-12-12 02:41:17,收入,443.31,兼职,
2025-11-10 10:09:10,支出,37.86,住房,
2025-03-16 11:48:07,收入,140.66,二手转卖,
2025-06-16 10:39:32,收入,126.12,红包,
2025-06-23 17:18:33,支出,487.15,服装,
2025-12-11 01:11:00,支出,258.79,外卖,
2025-06-17 06:10:29,支出,12.08,停车,
2025-01-06 23:19:13,支出,413.60,汽车,
2025-03-03 14:47:55,收入,136.87,退税退费,
2025-07-27 21:45:44,收入,381.02,二手转卖,
2025-10-12 16:27:48,收入,205.35,二手转卖,
2025-10-04 07:55:36,收入,275.51,理财,
2025-10-28 17:44:43,收入,302.74,奖金,
2025-03-05 08:34:04,支出,25.35,娱乐,
2025-09-13 15:03:29,支出,736.84,数码,
2025-09-27 22:24:17,收入,292.10,红包,
2025-12-27 12:45:57,支出,138.19,购物,
2025-03-08 11:27:56,支出,186.39,爱人,
2025-06-19 10:45:45,支出,292.72,外卖,
