Date,Type,Amount,Category,Note
2023-03-01 19:02:08,Income,352.26,Stock,settlement
2023-01-08 04:35:18,Expense,156.71,Care,
2023-09-28 10:52:11,Income,28.93,Part-time,
2023-07-24 03:01:57,Income,329.66,Bonus,
2023-06-12 21:37:41,Expense,479.10,Taxi,
2024-10-08 07:20:09,Income,8506.00,Salary,Social
2024-04-24 05:18:48,Income,186.78,Part-time,
2024-02-19 07:55:51,Income,106.77,Reimbursement,
2024-12-18 10:28:30,Income,474.01,Interest,
2024-04-25 16:11:24,Income,317.77,Reimbursement,
2024-08-17 18:56:30,Income,265.27,Part-time,
2024-12-21 08:04:50,Expense,507.51,Tax,
2024-03-22 12:19:35,Income,204.38,Salary,
2024-03-27 09:44:53,Expense,502.80,Entertainment,
2024-11-02 17:06:55,Expense,554.91,Clothing,Donation
2024-08-10 07:54:51,Expense,397.98,Alcohol,
2024-01-14 08:40:15,Income,175.83,Bonus,
2024-06-15 00:14:30,Expense,531.23,Sale,
2024-06-06 01:11:13,Expense,768.26,Daily,
2024-08-16 09:46:47,Income,288.00,Work,
2024-12-01 14:45:05,Expense,645.23,Shopping,
2024-02-06 05:08:58,Expense,694.27,Social,
2024-08-17 07:48:58,Income,438.37,Gift,
2024-05-03 00:32:41,Expense,100.34,Education,
2024-08-18 08:47:41,Income,489.04,Investment,
2024-09-28 05:07:38,Income,349.43,Part-time,
2024-05-23 08:00:51,Expense,316.48,Book,
2024-10-27 04:51:08,Expense,487.68,Red,
2024-11-09 21:57:58,Expense,472.68,Benefit,
2024-09-08 04:08:40,Income,214.17,Salary,
2024-08-10 01:10:19,Income,247.06,Interest,
2024-11-24 09:25:57,Expense,44.22,Education,
2024-07-10 19:22:18,Expense,789.04,Medical,
2024-04-10 04:27:12,Expense,386.62,Beauty,
2024-02-16 20:46:07,Income,266.27,Gift,
2024-09-10 22:34:37,Income,8526.00,Salary,
2024-09-20 01:50:43,Income,408.76,Stock,
2024-05-14 02:09:01,Income,79.67,Salary,Gift
2024-07-09 05:13:16,Expense,527.62,Subway,
2024-02-21 13:00:12,Income,387.39,Gift,
2024-02-16 11:34:49,Income,163.84,Investment,bonus
2024-07-22 19:24:21,Income,326.49,Interest,
2024-11-24 09:39:23,Expense,126.14,Security,
2024-07-14 08:04:51,Income,132.42,Part-time,
2024-10-27 16:13:08,Expense,641.50,Beauty,
2024-10-23 17:27:29,Income,56.68,Part-time,
2024-12-25 09:14:33,Expense,519.55,Utilities,
2024-03-12 05:06:52,Income,189.94,Work,
2024-06-24 08:12:28,Income,224.64,Reimbursement,
2024-12-01 20:07:27,Income,435.00,Salary,
2024-09-21 23:13:07,Income,383.51,Investment,
2024-04-26 13:59:03,Expense,295.42,Social,Annual
2024-05-05 07:52:08,Expense,104.65,Taxi,
2024-04-25 20:55:39,Income,361.92,Part-time,
2024-02-04 03:30:23,Expense,575.36,Snacks,
2024-06-08 20:16:14,Income,351.32,Part-time,
2024-02-24 21:34:55,Expense,605.34,Housing,subsidy
2024-04-27 23:36:34,Expense,655.97,Donation,
2024-12-27 10:35:30,Expense,696.67,Clothing,
2024-02-12 04:20:00,Expense,71.57,Clothing,
2024-06-26 06:22:41,Expense,597.68,Red,
2024-12-13 05:48:01,Expense,101.88,Taxi,
2024-09-14 00:00:32,Income,320.83,Bonus,balance
2024-12-20 02:43:52,Income,75.12,Part-time,
2024-02-10 21:59:42,Expense,379.14,Security,
2024-09-18 17:25:31,Expense,692.19,Dining,
2024-01-17 15:46:50,Expense,212.35,Express,
2024-06-01 00:33:53,Expense,584.91,Learning,
2024-03-24 16:28:32,Income,249.75,Work,
2024-06-03 08:53:34,Expense,450.09,Digital,
2024-07-01 06:02:01,Income,17.33,Gift,
2024-07-11 22:44:30,Expense,677.28,Subway,
2024-11-24 22:12:56,Income,372.40,Bonus,
2024-05-24 14:16:04,Expense,266.63,Transport,
2024-10-01 08:03:12,Expense,103.75,Property,
2024-01-14 13:29:54,Income,246.71,Interest,
2024-04-23 22:41:56,Expense,204.26,Snacks,
2024-09-05 07:58:05,Income,85.84,Work,
2024-06-12 01:46:44,Expense,475.69,Repair,
2024-01-22 06:44:15,Income,374.93,Investment,
2024-09-21 16:10:38,Income,304.63,Investment,
2024-02-19 03:11:43,Expense,123.52,Delivery,
2024-07-13 19:23:05,Expense,247.65,Fund,
2024-06-01 11:44:33,Expense,729.35,Express,
2024-11-24 16:29:44,Expense,516.21,Social,
2024-12-06 12:16:37,Income,301.56,Interest,
2024-03-05 16:13:16,Expense,480.42,Education,
2024-02-08 05:54:12,Expense,329.18,Travel,
2024-09-04 04:10:42,Expense,609.63,Home,
2024-04-18 03:58:08,Expense,416.88,Repair,
2024-06-13 11:26:32,Expense,679.10,Express,Donation
2024-06-06 14:38:51,Expense,480.67,Dining,
2024-11-26 14:36:18,Expense,505.22,Clothing,
2024-07-16 12:48:13,Expense,159.00,Tax,
2024-10-21 18:48:41,Income,250.72,Bonus,
2024-10-15 07:21:54,Expense,430.47,Housing,
2024-05-28 11:19:30,Expense,516.88,Tax,
2024-11-16 10:03:15,Expense,58.77,Donation,
2024-03-02 17:56:42,Income,310.35,Stock,
2024-07-16 05:11:35,Income,178.02,Investment,
2024-09-26 02:12:07,Expense,653.06,Tax,
2024-06-09 10:54:48,Income,346.11,Part-time,
2024-04-26 17:59:57,Income,449.68,Bonus,
2024-03-27 05:45:16,Income,195.85,Gift,
2024-04-13 18:06:08,Income,461.05,Part-time,
2024-11-12 16:14:27,Expense,13.12,Sale,
2024-11-18 18:46:15,Income,152.96,Bonus,
2024-03-28 00:31:32,Income,117.16,Work,
2024-03-11 12:06:29,Income,217.03,Investment,
2024-09-18 07:50:16,Income,178.09,Investment,
2024-03-22 23:50:43,Income,216.63,Gift,
2024-04-05 19:06:27,Expense,647.07,Tobacco,
2024-06-28 02:24:25,Income,293.16,Stock,
2024-07-17 13:41:08,Income,99.20,Work,Birthday
2024-07-10 18:57:03,Income,48.64,Work,
2024-09-01 14:49:14,Expense,15.27,Education,
2024-12-05 11:19:37,Income,252.37,Salary,
2024-03-10 10:33:19,Income,65.15,Interest,
2024-10-27 09:18:44,Expense,100.76,Tax,
2024-06-05 22:04:18,Income,359.52,Investment,
2024-11-16 01:40:56,Expense,791.40,Repair,
2024-02-04 00:20:43,Expense,583.03,Provident,
2024-06-08 23:14:43,Expense,379.06,Utilities,
2024-09-26 08:41:05,Income,195.77,Salary,
2024-02-03 15:07:23,Expense,705.64,Snacks,
2024-06-28 00:56:42,Income,8573.00,Salary,
2024-09-08 11:35:29,Income,358.07,Reimbursement,
2024-03-21 09:38:25,Income,302.80,Investment,
2024-07-24 12:01:40,Income,174.84,Work,
2024-07-03 02:51:57,Income,459.06,Work,
2024-09-01 07:24:30,Income,39.14,Stock,
2024-01-16 03:22:40,Income,43.89,Salary,
2024-11-01 18:34:33,Expense,557.51,Packet,
2024-03-12 09:55:14,Income,356.80,Bonus,
2024-03-27 01:38:52,Income,152.60,Bonus,
2024-07-20 20:27:53,Expense,770.78,Express,
2024-04-09 05:16:43,Income,275.63,Reimbursement,
2024-05-17 17:37:05,Expense,611.89,Property,
2024-09-17 15:40:33,Expense,483.25,Pets,
2024-12-03 16:17:25,Income,231.05,Reimbursement,
2024-08-28 09:53:45,Expense,715.47,Tax,
2024-12-21 16:53:18,Expense,96.35,Fund,
2024-09-11 07:34:25,Expense,772.20,Dining,
2024-03-05 16:51:11,Expense,511.78,Delivery,
2024-09-18 23:12:51,Income,214.54,Bonus,
2024-05-07 13:43:02,Income,281.63,Interest,
2024-08-15 11:39:10,Income,104.87,Reimbursement,
2024-01-07 23:47:07,Expense,233.91,Entertainment,
2024-06-12 02:01:09,Expense,56.53,Social,
2024-10-27 10:13:28,Income,232.32,Gift,
2024-07-27 10:56:45,Expense,626.04,Clothing,Annual
2024-05-25 08:29:16,Expense,612.40,Housing,
2024-03-21 13:07:45,Income,221.43,Work,
2024-01-27 04:59:14,Expense,632.96,Home,
2024-12-27 00:52:38,Expense,249.28,Fruit,
2024-03-28 14:16:07,Expense,394.74,Education,
2024-06-15 04:35:39,Expense,651.53,Care,
2024-10-27 14:45:29,Expense,272.91,Parking,
2024-08-08 11:47:47,Income,469.01,Salary,
2024-07-19 06:50:22,Income,23.30,Investment,
2024-05-10 19:59:16,Income,69.47,Work,Annual
2024-04-16 15:11:51,Income,174.00,Gift,
2024-01-15 17:55:34,Income,230.61,Interest,
2024-04-21 19:38:22,Expense,86.67,Shopping,
2024-08-05 15:09:17,Income,481.32,Reimbursement,audit
2024-04-15 04:48:12,Expense,260.15,Baby,
2024-09-25 06:51:54,Income,430.80,Interest,
2024-07-05 07:16:02,Income,465.84,Interest,
2024-12-15 03:58:05,Expense,797.10,Lover,
2024-04-25 01:58:31,Expense,247.62,Care,
2024-10-24 19:06:03,Income,36.71,Part-time,
2024-07-02 19:53:09,Income,462.09,Gift,
2024-05-03 03:08:51,Expense,500.68,Learning,
2024-05-19 14:54:00,Income,196.05,Part-time,
2024-06-16 13:19:25,Expense,627.68,Goods,
2024-03-03 20:35:09,Expense,513.65,Property,
2024-11-28 16:06:02,Expense,247.46,Social,
2024-07-02 06:02:06,Income,116.92,Stock,
2024-08-09 03:32:31,Income,483.49,Gift,
2024-03-03 16:11:34,Income,227.98,Investment,
2024-04-02 06:55:53,Expense,564.66,Express,Social
2024-12-01 07:34:53,Income,262.76,Salary,
2024-11-02 05:45:43,Expense,126.82,Sports,
2024-10-22 00:35:51,Income,275.12,Interest,
2024-09-16 10:11:49,Expense,257.09,Care,
2024-03-08 02:47:29,Expense,362.29,Digital,
2024-10-22 17:58:51,Expense,602.15,Travel,
2024-04-12 13:19:37,Income,186.18,Gift,
2024-02-03 22:51:48,Income,346.50,Reimbursement,
2024-09-09 16:34:53,Income,358.35,Salary,
2024-02-21 07:18:39,Expense,739.44,Social,
2024-06-11 19:32:23,Income,418.01,Investment,
2024-05-01 04:37:58,Income,156.38,Gift,
2024-07-09 06:44:35,Income,332.53,Work,
2024-11-03 15:11:00,Expense,491.51,Refund,
2024-01-09 23:03:42,Income,374.66,Reimbursement,
2024-08-08 14:03:58,Expense,302.98,Parking,
2024-04-11 12:04:51,Expense,229.52,Snacks,
2024-11-01 02:30:07,Income,460.44,Interest,
2024-08-05 14:05:14,Expense,14.48,Family,
2024-10-18 06:34:55,Income,15.59,Interest,
2024-02-18 12:00:02,Expense,184.02,Repair,
2024-06-25 12:50:04,Income,117.96,Stock,
2024-03-27 08:56:29,Income,22.07,Investment,
2024-02-03 00:07:00,Income,226.74,Reimbursement,
2024-10-04 07:26:24,Income,227.32,Reimbursement,
2024-11-01 13:51:55,Expense,184.21,Goods,
2024-07-27 21:37:37,Expense,626.72,Repair,
2024-08-15 05:20:33,Income,154.77,Reimbursement,
2024-05-13 17:03:02,Income,307.50,Part-time,
2024-07-25 02:59:33,Expense,305.49,Tax,
2024-01-11 13:01:56,Expense,255.27,Social,
2024-06-10 22:46:28,Income,82.89,Stock,
2024-10-07 01:09:29,Expense,432.50,Provident,audit
2024-01-02 02:47:17,Income,24.88,Investment,delivery
2024-04-02 14:27:25,Expense,761.84,Alcohol,Food
2024-10-08 03:33:10,Expense,157.06,Repair,
2024-02-21 11:16:49,Expense,310.59,Social,
2024-01-17 02:43:15,Expense,515.38,Beauty,
2024-10-06 19:16:34,Income,209.10,Investment,
2024-09-19 05:37:58,Income,384.63,Part-time,
2024-01-12 12:28:54,Income,363.61,Bonus,
2024-06-04 16:29:54,Income,373.71,Interest,
2024-11-03 15:08:53,Income,470.60,Investment,
2024-09-01 14:51:38,Expense,594.25,Tax,
2024-08-12 03:38:10,Income,218.05,Reimbursement,
2024-12-23 19:15:36,Income,281.74,Investment,
2024-07-26 06:55:07,Income,86.34,Bonus,
2024-02-10 20:37:31,Expense,246.62,Red,
2024-07-14 11:49:04,Expense,25.57,Medical,
2024-07-20 16:12:51,Income,423.75,Salary,
2024-04-27 17:26:35,Income,258.81,Reimbursement,
2024-05-13 20:56:25,Income,136.00,Stock,
2024-10-17 17:06:04,Income,156.57,Salary,
2024-06-17 15:18:31,Expense,103.94,Pets,
2024-01-19 17:01:59,Income,173.68,Stock,
2024-01-01 23:38:22,Expense,404.30,Subway,
2024-08-02 22:30:25,Expense,315.12,Entertainment,
2024-06-16 06:47:35,Expense,661.22,Digital,
2024-10-01 10:33:04,Income,130.37,Gift,
2024-08-17 05:19:52,Income,75.65,Salary,
2024-02-05 15:44:04,Expense,532.68,Lover,
2024-04-23 05:38:56,Income,177.08,Reimbursement,
2024-03-14 12:33:22,Expense,280.69,Sale,
2024-07-22 12:15:02,Income,126.12,Interest,
2024-03-24 16:55:58,Expense,354.95,Home,
2024-05-14 18:53:15,Expense,332.18,Social,packet
2024-01-15 05:26:32,Expense,116.27,Entertainment,
2024-01-12 02:02:46,Expense,785.09,Dining,
2024-05-07 04:27:03,Income,258.75,Stock,
2024-04-13 18:34:24,Income,281.44,Interest,
2024-04-12 05:28:07,Expense,433.36,Beverage,
2024-09-14 20:13:58,Expense,660.11,Travel,
2024-01-23 21:30:47,Income,160.66,Part-time,
2024-12-26 00:03:11,Income,373.35,Stock,analysis
2024-07-24 13:55:55,Expense,111.13,Social,maintenance
2024-02-07 11:38:05,Income,108.81,Stock,
2024-08-20 00:17:01,Expense,702.34,Sale,
2024-05-03 17:35:46,Expense,310.85,Beauty,
2024-03-28 16:04:30,Income,251.89,Investment,
2024-02-12 20:10:00,Income,195.37,Gift,
2024-09-09 10:31:10,Income,268.78,Investment,
2024-12-24 02:42:06,Income,404.94,Work,
2024-06-11 09:42:17,Income,303.34,Investment,
2024-09-15 20:10:21,Expense,652.04,Digital,
2024-07-20 08:19:20,Expense,342.73,Alcohol,
2024-05-02 17:04:03,Income,217.06,Work,
2024-07-13 16:44:04,Income,367.96,Gift,
2024-06-07 08:15:48,Income,366.16,Work,
2024-05-08 01:12:49,Income,186.80,Work,
2024-12-26 04:49:05,Expense,50.47,Second-hand,
2024-01-25 14:35:53,Income,101.59,Gift,
2024-03-09 07:47:28,Income,33.81,Investment,
2024-01-14 15:38:43,Expense,638.65,Utilities,
2024-02-03 18:19:20,Expense,384.51,Beauty,
2024-04-16 20:13:13,Expense,281.65,Delivery,
2024-01-06 08:58:17,Income,346.99,Reimbursement,
2024-10-15 15:22:22,Income,12.13,Work,
2024-05-21 01:42:31,Expense,781.93,Beverage,Alcohol
2024-04-15 11:56:39,Expense,295.44,Entertainment,
2024-06-28 01:28:26,Income,117.40,Stock,
2024-07-06 01:32:09,Income,205.62,Work,
2024-10-20 17:35:34,Income,38.25,Reimbursement,
2024-12-02 16:17:58,Income,122.33,Reimbursement,
2024-02-12 12:08:22,Income,26.13,Bonus,
2024-01-08 19:08:42,Income,155.68,Reimbursement,
2024-08-11 15:53:22,Expense,272.80,Car,
2024-04-02 10:41:58,Income,229.93,Stock,
2024-08-03 04:39:57,Expense,254.22,Car,
2024-01-07 19:55:24,Expense,404.08,Pets,
2024-07-26 02:14:22,Expense,66.89,Family,
2024-09-25 10:15:20,Expense,559.74,Refund,
2024-02-20 06:19:15,Income,184.05,Work,
2024-09-25 12:04:44,Expense,759.85,Snacks,
2024-05-23 00:55:57,Expense,457.32,Fruit,
2024-08-02 08:14:52,Income,29.36,Salary,
2024-11-15 04:46:33,Expense,323.06,Transport,
2024-07-19 13:01:33,Income,431.12,Stock,
2024-05-08 17:13:29,Expense,591.07,Game,
2024-04-13 13:14:16,Income,288.90,Salary,
2024-07-26 00:09:25,Expense,66.33,Second-hand,
2024-06-11 18:09:34,Income,292.10,Gift,
2024-11-27 15:48:13,Income,331.82,Interest,
2024-08-01 01:46:13,Expense,367.75,Lover,
2024-12-08 13:24:54,Expense,629.23,Baby,
2024-05-28 15:47:26,Expense,624.83,Book,
2024-10-05 20:31:07,Expense,459.67,Taxi,
2024-08-07 00:57:14,Expense,69.76,Housing,
2024-02-21 16:06:32,Expense,540.97,Taxi,
2024-11-19 07:49:42,Income,404.40,Reimbursement,
2024-10-08 04:45:39,Income,350.11,Part-time,
2024-09-12 00:50:42,Income,249.44,Work,
2024-03-04 12:51:16,Expense,278.95,Decoration,
2024-01-12 23:13:06,Income,106.64,Bonus,
2024-11-12 15:32:16,Expense,707.88,Lover,
2024-11-09 16:30:37,Income,351.66,Bonus,
2024-07-23 12:09:44,Expense,84.81,Tobacco,
2024-07-26 16:35:06,Expense,382.47,Shopping,
2024-05-23 01:31:06,Income,286.95,Bonus,
2024-02-25 23:06:22,Income,52.76,Salary,
2024-12-22 08:17:11,Expense,315.18,Home,
2024-02-22 01:15:33,Income,390.61,Investment,
2024-01-03 06:58:41,Expense,210.91,Social,
2024-08-20 17:13:18,Expense,354.05,Security,
2024-07-23 05:09:36,Income,381.22,Reimbursement,
2024-02-07 22:00:37,Income,308.40,Stock,
2024-03-17 14:11:55,Expense,565.18,Transport,
2024-11-08 07:31:39,Expense,520.73,Lottery,
2024-05-14 02:23:43,Income,375.44,Investment,gift
2024-02-02 05:08:06,Expense,72.65,Car,
2024-01-16 06:46:12,Expense,489.60,Game,
2024-12-15 10:14:54,Income,358.81,Part-time,
2024-07-20 13:29:15,Income,175.96,Reimbursement,
2024-04-08 14:59:28,Expense,719.66,Benefit,
2024-10-12 16:32:39,Expense,479.20,Housing,
2024-08-11 10:43:02,Income,8555.00,Salary,
2024-08-01 09:40:06,Income,92.56,Work,
2024-03-25 02:10:10,Expense,244.32,Refund,
2024-08-24 07:54:23,Income,425.31,Bonus,products
2024-05-25 23:33:27,Expense,640.15,Security,
2024-10-17 01:19:29,Expense,234.33,Alcohol,
2024-09-01 19:17:33,Expense,23.08,Provident,
2024-10-05 21:57:09,Expense,185.98,Care,
2024-09-13 02:30:20,Income,344.38,Investment,
2024-07-19 20:14:33,Income,474.60,Investment,
2024-07-07 17:46:19,Expense,334.92,Taxi,
2024-05-12 09:29:51,Expense,676.84,Pets,
2024-06-14 21:36:06,Expense,719.80,Repair,
2024-08-01 01:57:17,Income,93.24,Gift,
2024-05-25 21:16:09,Expense,41.37,Utilities,
2024-07-22 08:23:51,Income,233.27,Part-time,
2024-08-03 17:00:24,Income,432.75,Gift,Annual
2024-11-10 15:53:37,Expense,90.51,Snacks,
2024-02-18 15:58:27,Income,384.79,Salary,
2024-11-14 03:15:25,Expense,367.63,Travel,
2024-02-02 14:08:26,Income,321.92,Interest,
2024-08-02 16:16:29,Expense,665.64,Tobacco,Work
2024-07-24 23:58:34,Expense,361.35,Daily,
2024-06-20 06:02:14,Expense,650.19,Tax,cashback
2024-10-12 12:42:52,Expense,125.91,Social,
2024-12-16 04:42:30,Expense,165.99,Fruit,
2024-02-07 17:20:16,Expense,203.50,Tobacco,
2024-11-16 02:07:01,Expense,238.64,Clothing,
2024-10-01 19:16:30,Income,470.25,Stock,
2024-07-05 05:46:30,Income,138.68,Investment,
2024-10-23 04:11:36,Income,8504.00,Salary,
2024-01-07 19:33:19,Expense,554.86,Express,goods
2024-09-12 08:23:04,Income,499.30,Part-time,
2024-01-22 12:50:04,Income,204.08,Investment,Stock
2024-08-28 23:02:39,Expense,553.24,Refund,
2024-02-05 18:19:45,Income,218.34,Stock,
2024-05-04 14:38:57,Income,118.02,Investment,
2024-04-02 11:28:58,Income,354.39,Investment,material
2024-03-15 17:12:03,Expense,170.27,Shopping,
2024-05-25 00:33:30,Expense,632.37,Housing,
2024-10-13 20:32:10,Expense,8.21,Clothing,
2024-07-02 13:59:53,Expense,417.28,Communication,
2024-12-03 01:33:17,Expense,303.54,Tax,
2024-09-15 21:05:56,Income,147.65,Part-time,
2024-02-13 15:51:22,Income,396.37,Work,snacks
2024-04-28 00:14:37,Expense,551.77,Lover,
2024-11-25 10:34:24,Income,385.94,Gift,
2024-03-13 22:11:37,Expense,212.58,Social,
2024-05-10 16:00:46,Expense,138.58,Travel,
2024-11-19 00:52:27,Expense,255.49,Tax,
2024-11-22 12:55:15,Expense,633.50,Benefit,
2024-06-24 02:13:04,Expense,445.89,Parking,
2024-11-09 09:09:43,Income,66.43,Bonus,
2024-05-11 09:08:12,Expense,735.27,Lover,
2024-06-22 16:18:37,Income,277.96,Gift,
2024-04-04 21:21:16,Expense,668.38,Baby,
2024-03-08 20:50:14,Income,344.02,Investment,Decoration
2024-07-02 03:17:03,Income,96.13,Work,
2024-01-25 11:58:15,Expense,579.30,Alcohol,
2024-05-01 18:16:48,Expense,137.69,Snacks,
2024-08-09 03:45:21,Income,8634.00,Salary,
2024-02-19 03:22:07,Expense,573.64,Digital,
2024-01-22 09:31:30,Income,228.04,Salary,
2024-07-16 20:46:25,Income,79.54,Salary,
2024-12-08 07:11:28,Expense,795.95,Snacks,
2024-10-23 17:50:09,Income,237.80,Reimbursement,
2024-12-24 03:17:48,Income,361.59,Stock,
2024-06-08 01:39:04,Expense,783.94,Learning,
2024-08-16 23:28:56,Income,406.23,Gift,fund
2024-02-08 16:06:07,Expense,311.59,Benefit,
2024-07-27 21:55:43,Expense,258.24,Housing,
2024-04-13 12:30:44,Expense,543.18,Sports,
2024-03-27 12:27:28,Expense,391.44,Benefit,Annual
2024-02-13 01:53:39,Income,59.74,Reimbursement,Drinks
2024-04-01 21:41:12,Expense,94.25,Fruit,
2024-06-07 21:10:34,Expense,376.02,Home,
2024-11-15 13:46:47,Expense,779.05,Repair,
2024-12-13 18:02:42,Expense,43.92,Family,
2024-10-01 23:03:16,Expense,726.12,Subway,
2024-12-07 14:25:03,Expense,783.82,Parking,
2024-02-25 23:40:44,Income,75.43,Part-time,
2024-05-13 00:46:35,Expense,356.95,Care,
2024-04-04 23:26:54,Income,145.78,Gift,
2024-02-26 09:42:40,Expense,128.58,Decoration,
2024-10-21 09:51:52,Expense,770.96,Daily,
2024-06-23 03:18:12,Expense,300.54,Medical,goal
2024-01-15 02:08:56,Expense,289.13,Fund,
2024-04-03 15:05:12,Income,291.99,Work,
2024-09-07 22:30:32,Expense,363.78,Entertainment,
2024-12-11 06:43:22,Expense,338.73,Education,
2024-01-25 19:49:23,Income,8682.00,Salary,Annual
2024-03-02 20:06:49,Expense,334.32,Care,
2024-05-13 05:16:43,Expense,397.94,Subway,
2024-01-13 04:59:34,Income,206.79,Salary,
2024-01-13 01:22:06,Income,439.53,Stock,
2024-11-07 18:14:01,Expense,665.29,Tobacco,
2024-11-01 06:45:08,Income,227.45,Salary,
2024-01-14 23:11:08,Income,316.26,Bonus,
2024-02-03 19:51:02,Income,432.55,Stock,
2024-09-06 07:40:58,Expense,506.47,Goods,
2024-06-04 20:56:26,Expense,698.13,Red,fee
2024-05-11 22:31:32,Expense,67.19,Refund,sheet
2024-12-01 00:49:48,Income,396.70,Interest,
2024-01-24 01:36:56,Income,172.44,Salary,
2024-08-26 12:31:48,Expense,687.28,Shopping,expense
2024-01-02 06:02:02,Income,142.60,Investment,paid
2024-05-21 01:28:58,Expense,311.83,Digital,
2024-05-28 08:34:36,Income,200.91,Bonus,
2024-07-23 03:28:37,Expense,124.28,Refund,subsidy
2024-11-07 14:02:43,Expense,281.81,Transport,
2024-04-10 22:27:43,Expense,276.07,Parking,
2024-12-25 01:28:24,Expense,173.17,Car,
2024-09-01 14:05:23,Expense,706.79,Dining,
2024-12-19 08:55:54,Income,360.90,Interest,
2024-11-15 22:39:58,Income,91.38,Stock,
2024-06-23 23:09:09,Expense,509.97,Baby,
2024-12-14 11:50:53,Income,145.82,Stock,
2024-11-04 20:22:54,Expense,564.77,Taxi,
2024-01-02 07:21:11,Income,387.63,Reimbursement,
2024-03-06 20:38:51,Expense,23.16,Entertainment,
2024-05-19 00:47:51,Expense,533.58,Benefit,
2024-06-09 17:45:46,Income,340.14,Reimbursement,
2024-03-06 00:03:58,Expense,9.72,Security,
2024-10-25 03:57:22,Income,317.66,Gift,
2024-12-06 08:23:06,Income,230.02,Work,
2024-09-19 12:48:47,Expense,321.59,Donation,
2024-09-09 22:21:59,Expense,314.96,Daily,
2024-08-12 09:31:09,Income,40.02,Salary,
2024-02-13 14:50:55,Expense,565.57,Communication,
2024-01-08 17:02:17,Expense,647.58,Social,
2024-08-19 19:12:32,Income,15.15,Gift,
2024-11-14 22:17:15,Expense,447.19,Parking,
2024-09-12 07:19:47,Income,412.87,Interest,
2024-10-12 12:33:19,Expense,79.08,Sports,
2024-03-25 08:41:33,Income,348.64,Interest,
2024-07-04 18:49:19,Expense,217.15,Baby,
2024-04-06 00:20:02,Expense,526.10,Pets,
2024-03-19 03:39:45,Expense,420.45,Housing,
2024-11-17 09:48:16,Income,447.81,Work,
2024-12-28 03:28:23,Income,105.77,Gift,
2024-07-18 12:09:31,Income,251.58,Interest,accounting
2024-09-11 05:22:32,Expense,478.42,Donation,
2024-02-08 14:06:07,Expense,534.91,Pets,
2024-11-18 10:59:07,Income,241.14,Bonus,
2024-07-28 13:06:40,Expense,194.73,Fund,
2024-06-14 02:02:47,Income,319.19,Salary,
2024-06-10 03:33:23,Income,295.86,Salary,
2024-12-17 04:10:23,Expense,246.00,Tax,
2024-07-06 20:52:32,Income,40.10,Bonus,
2024-04-09 01:40:47,Expense,68.76,Shopping,
2024-09-13 12:59:36,Expense,62.79,Fruit,
2024-06-18 01:48:43,Expense,70.87,Subway,
2024-08-19 10:48:25,Expense,193.68,Donation,
2024-04-28 05:28:28,Income,467.18,Reimbursement,
2024-04-13 13:53:06,Income,426.68,Salary,
2024-12-24 02:25:55,Expense,231.51,Dining,
2024-06-06 12:19:31,Expense,177.15,Entertainment,
2024-04-17 03:33:57,Expense,42.65,Daily,
2024-10-17 07:17:51,Expense,61.91,Repair,
2024-04-03 07:13:36,Expense,99.74,Goods,
2024-01-11 21:00:50,Income,263.68,Part-time,
2024-04-28 17:11:45,Expense,301.97,Utilities,fee
2024-12-26 10:14:30,Expense,563.08,Lover,
2024-01-22 23:12:23,Expense,252.07,Fruit,
2024-09-08 01:22:02,Expense,373.41,Family,
2024-03-12 20:58:11,Expense,272.58,Game,
2024-05-09 20:56:58,Income,190.71,Reimbursement,fee
2024-04-11 14:33:38,Expense,319.33,Subway,
2024-09-09 02:52:06,Expense,667.44,Fund,
2024-02-18 02:25:55,Income,403.88,Gift,
2024-06-28 15:41:33,Expense,696.84,Transport,
2024-03-17 20:37:47,Income,463.13,Reimbursement,
2024-10-02 16:37:36,Expense,273.64,Social,
2024-09-21 02:20:29,Expense,464.11,Fund,
2024-05-19 11:24:44,Income,212.20,Stock,
2024-07-27 23:18:06,Expense,664.92,Book,Annual
2024-03-09 14:17:32,Expense,421.62,Packet,
2024-09-02 12:15:41,Expense,550.09,Goods,
2024-05-28 14:27:10,Income,329.52,Part-time,
2024-03-05 04:25:56,Income,456.62,Reimbursement,Annual
2024-05-20 14:44:52,Expense,60.65,Donation,
2024-12-14 22:47:44,Income,211.30,Work,
2024-08-19 18:49:05,Expense,141.22,Donation,
2024-05-06 17:04:31,Expense,616.81,Social,
2024-02-14 03:04:50,Income,419.41,Gift,
2024-12-19 03:26:27,Expense,339.42,Social,
2024-01-11 06:35:02,Expense,192.34,Digital,
2024-01-17 20:21:54,Income,446.32,Stock,
2024-08-08 03:17:36,Expense,563.97,Baby,Annual
2024-07-11 00:13:01,Income,378.04,Reimbursement,
2024-10-02 18:06:11,Expense,200.94,Tax,
2024-10-20 16:33:02,Expense,639.19,Daily,
2024-05-28 05:19:04,Expense,419.99,Pets,
2024-05-24 23:37:02,Expense,449.29,Red,budget
2024-05-28 03:58:18,Expense,433.78,Refund,
2024-06-07 20:05:10,Expense,88.93,Goods,
2024-12-08 14:32:33,Income,272.10,Part-time,
2024-02-16 23:45:02,Income,474.55,Salary,
2024-07-01 08:33:48,Income,239.04,Interest,
2024-07-19 21:21:33,Income,223.94,Stock,
2024-03-27 16:26:57,Income,39.09,Bonus,
